max_power,trm_len_6,engine_type_dissel,low_education_ind_0.0,marital_status_M,time_of_week_driven_weekday,time_driven_6am - 12pm,gender_F,veh_age_1,area_B,veh_age_4,veh_body_STNWG,agecat_3,area_A,veh_color_black,area_D,agecat_1,engine_type_hybrid,veh_color_yellow,agecat_2,veh_color_red,time_driven_6pm - 12am,veh_body_COUPE,veh_body_RDSTR,veh_body_UTE,veh_body_CONVT,driving_history_score,veh_body_HDTOP,veh_color_brown,claim_amt,claim_cnt,claim_sev,claim_freq,sample
196,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,105.0,0,0,0.0,0,,0.0,1|bld
125,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0,0.0,0,,0.0,1|bld
283,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,73.0,1,0,0.0,0,,0.0,1|bld
117,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,110.0,0,0,0.0,0,,0.0,1|bld
199,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,0,0,0.0,0,,0.0,1|bld
131,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,125.0,0,0,0.0,0,,0.0,1|bld
196,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,95.0,0,0,0.0,0,,0.0,1|bld
71,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0.0,0,,0.0,1|bld
129,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,133.0,0,0,0.0,0,,0.0,1|bld
169,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,94.0,0,0,0.0,0,,0.0,1|bld
186,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,96.0,0,0,0.0,0,,0.0,1|bld
91,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0.0,0,,0.0,1|bld
78,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,99.0,0,0,0.0,0,,0.0,1|bld
151,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,94.0,0,0,0.0,0,,0.0,1|bld
91,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,74.0,0,0,0.0,0,,0.0,1|bld
238,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,121.0,0,0,0.0,0,,0.0,1|bld
102,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,94.0,0,0,0.0,0,,0.0,1|bld
187,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,72.0,0,1,0.0,0,,0.0,1|bld
89,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,94.0,0,0,0.0,0,,0.0,1|bld
115,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,103.0,0,0,0.0,0,,0.0,1|bld
409,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,66.0,0,0,0.0,0,,0.0,1|bld
200,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,116.0,1,0,0.0,0,,0.0,1|bld
102,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,113.0,0,0,0.0,0,,0.0,1|bld
181,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.0,0,0,0.0,0,,0.0,1|bld
126,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,109.0,0,0,0.0,0,,0.0,1|bld
150,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,96.0,0,0,0.0,0,,0.0,1|bld
120,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,98.0,0,0,0.0,0,,0.0,1|bld
77,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.0,0,0,0.0,0,,0.0,1|bld
73,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.0,0,0,0.0,0,,0.0,1|bld
161,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,75.0,0,0,0.0,0,,0.0,1|bld
110,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,93.0,0,0,0.0,0,,0.0,1|bld
184,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,0,1,0.0,0,,0.0,1|bld
96,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,99.0,0,0,0.0,0,,0.0,1|bld
303,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,74.0,1,0,0.0,0,,0.0,1|bld
196,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,127.0,0,0,0.0,0,,0.0,1|bld
139,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.0,0,0,0.0,0,,0.0,1|bld
124,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92.0,0,0,0.0,0,,0.0,1|bld
159,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,97.0,0,0,0.0,0,,0.0,1|bld
81,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,102.0,0,0,0.0,0,,0.0,1|bld
119,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,97.0,0,0,0.0,0,,0.0,1|bld
126,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,104.0,0,0,0.0,0,,0.0,1|bld
248,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0,1,0,0.0,0,,0.0,1|bld
72,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,110.0,0,0,0.0,0,,0.0,1|bld
235,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,93.0,0,0,0.0,0,,0.0,1|bld
115,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,108.0,0,0,0.0,0,,0.0,1|bld
153,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,0,0,0.0,0,,0.0,1|bld
83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,95.0,0,0,0.0,0,,0.0,1|bld
93,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,109.0,0,0,0.0,0,,0.0,1|bld
164,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,109.0,0,0,0.0,0,,0.0,1|bld
184,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,69.0,0,0,0.0,0,,0.0,1|bld
152,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114.0,0,0,0.0,0,,0.0,1|bld
198,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,90.0,0,0,0.0,0,,0.0,1|bld
205,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,90.0,0,0,0.0,0,,0.0,1|bld
198,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,93.0,0,0,0.0,0,,0.0,1|bld
163,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,66.0,0,0,0.0,0,,0.0,1|bld
118,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,102.0,0,0,0.0,0,,0.0,1|bld
74,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,93.0,0,0,0.0,0,,0.0,1|bld
106,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,112.0,0,0,0.0,0,,0.0,1|bld
79,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,96.0,0,0,0.0,0,,0.0,1|bld
159,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,105.0,0,0,0.0,0,,0.0,1|bld
115,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,103.0,0,0,0.0,0,,0.0,1|bld
176,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,101.0,0,0,0.0,0,,0.0,1|bld
126,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0,0,0,0.0,0,,0.0,1|bld
208,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,129.0,0,0,0.0,0,,0.0,1|bld
102,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0,0,0,0.0,0,,0.0,1|bld
76,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,99.0,0,0,0.0,0,,0.0,1|bld
82,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,98.0,0,0,0.0,0,,0.0,1|bld
77,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.0,0,0,0.0,0,,0.0,1|bld
111,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,91.0,0,0,0.0,0,,0.0,1|bld
111,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,106.0,0,0,0.0,0,,0.0,1|bld
97,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,87.0,0,0,0.0,0,,0.0,1|bld
347,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,55.0,0,0,0.0,0,,0.0,1|bld
153,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,121.0,0,0,0.0,0,,0.0,1|bld
119,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,115.0,0,1,0.0,0,,0.0,1|bld
172,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,98.0,0,0,0.0,0,,0.0,1|bld
114,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,88.0,0,0,0.0,0,,0.0,1|bld
174,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,96.0,0,0,0.0,0,,0.0,1|bld
119,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,86.0,0,0,0.0,0,,0.0,1|bld
96,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,98.0,0,0,0.0,0,,0.0,1|bld
146,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,90.0,0,0,0.0,0,,0.0,1|bld
147,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,90.0,0,0,0.0,0,,0.0,1|bld
205,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,118.0,1,0,0.0,0,,0.0,1|bld
229,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,1,0,0.0,0,,0.0,1|bld
167,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.0,0,0,0.0,0,,0.0,1|bld
248,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,88.0,1,0,0.0,0,,0.0,1|bld
241,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,77.0,0,0,0.0,0,,0.0,1|bld
185,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,92.0,0,0,0.0,0,,0.0,1|bld
104,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,93.0,0,0,0.0,0,,0.0,1|bld
238,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104.0,0,1,0.0,0,,0.0,1|bld
137,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,96.0,0,0,0.0,0,,0.0,1|bld
101,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.0,0,0,0.0,0,,0.0,1|bld
136,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,87.0,0,0,0.0,0,,0.0,1|bld
187,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,109.0,0,0,0.0,0,,0.0,1|bld
96,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107.0,0,0,0.0,0,,0.0,1|bld
101,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,103.0,0,0,0.0,0,,0.0,1|bld
100,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,110.0,0,0,0.0,0,,0.0,1|bld
126,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,106.0,0,0,0.0,0,,0.0,1|bld
125,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,95.0,0,0,0.0,0,,0.0,1|bld
128,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,109.0,0,0,0.0,0,,0.0,1|bld
147,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,93.0,0,0,0.0,0,,0.0,1|bld
164,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99.0,0,0,0.0,0,,0.0,1|bld
96,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,104.0,0,0,0.0,0,,0.0,1|bld
98,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,116.0,0,0,0.0,0,,0.0,1|bld
180,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,97.0,0,0,0.0,0,,0.0,1|bld
99,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.0,0,0,0.0,0,,0.0,1|bld
146,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,109.0,0,0,0.0,0,,0.0,1|bld
185,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0,0,0,0.0,0,,0.0,1|bld
79,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,0,1,0.0,0,,0.0,1|bld
197,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110.0,0,0,0.0,0,,0.0,1|bld
85,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,95.0,0,0,0.0,0,,0.0,1|bld
267,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,112.0,0,0,0.0,0,,0.0,1|bld
212,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72.0,0,0,0.0,0,,0.0,1|bld
167,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,0,0,0.0,0,,0.0,1|bld
123,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,92.0,0,0,0.0,0,,0.0,1|bld
224,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95.0,0,0,0.0,0,,0.0,1|bld
147,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.0,0,0,0.0,0,,0.0,1|bld
116,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,92.0,0,0,0.0,0,,0.0,1|bld
119,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74.0,0,0,0.0,0,,0.0,1|bld
95,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,93.0,0,0,0.0,0,,0.0,1|bld
119,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,114.0,0,0,0.0,0,,0.0,1|bld
163,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,78.0,0,0,0.0,0,,0.0,1|bld
124,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.0,0,0,0.0,0,,0.0,1|bld
190,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,119.0,0,0,0.0,0,,0.0,1|bld
165,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,129.0,0,0,0.0,0,,0.0,1|bld
235,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,70.0,0,0,0.0,0,,0.0,1|bld
71,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,103.0,0,0,0.0,0,,0.0,1|bld
383,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,68.0,0,0,0.0,0,,0.0,1|bld
76,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,98.0,0,0,0.0,0,,0.0,1|bld
133,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,90.0,0,0,0.0,0,,0.0,1|bld
155,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,113.0,0,0,0.0,0,,0.0,1|bld
112,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,109.0,0,0,0.0,0,,0.0,1|bld
136,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.0,0,0,0.0,0,,0.0,1|bld
209,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,112.0,1,0,0.0,0,,0.0,1|bld
114,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,89.0,0,0,0.0,0,,0.0,1|bld
86,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74.0,0,0,0.0,0,,0.0,1|bld
396,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0.0,0,,0.0,1|bld
109,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,113.0,0,0,0.0,0,,0.0,1|bld
296,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69.0,1,0,0.0,0,,0.0,1|bld
74,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,113.0,0,0,0.0,0,,0.0,1|bld
191,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,96.0,0,0,0.0,0,,0.0,1|bld
148,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,114.0,0,0,0.0,0,,0.0,1|bld
255,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,1,0,0.0,0,,0.0,1|bld
93,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,89.0,0,1,0.0,0,,0.0,1|bld
72,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,106.0,0,0,0.0,0,,0.0,1|bld
77,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,108.0,0,0,0.0,0,,0.0,1|bld
133,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,63.0,0,0,0.0,0,,0.0,1|bld
144,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,88.0,0,0,0.0,0,,0.0,1|bld
114,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,106.0,0,1,0.0,0,,0.0,1|bld
119,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,72.0,0,0,0.0,0,,0.0,1|bld
109,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,87.0,0,0,0.0,0,,0.0,1|bld
114,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,79.0,0,0,0.0,0,,0.0,1|bld
138,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97.0,0,0,0.0,0,,0.0,1|bld
129,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,112.0,0,0,0.0,0,,0.0,1|bld
177,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,115.0,0,0,0.0,0,,0.0,1|bld
126,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,135.0,0,0,0.0,0,,0.0,1|bld
249,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,96.0,1,0,0.0,0,,0.0,1|bld
72,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,118.0,0,0,0.0,0,,0.0,1|bld
117,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,117.0,0,0,0.0,0,,0.0,1|bld
294,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,91.0,1,0,0.0,0,,0.0,1|bld
112,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,103.0,0,0,0.0,0,,0.0,1|bld
120,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,115.0,0,0,0.0,0,,0.0,1|bld
203,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,95.0,0,0,0.0,0,,0.0,1|bld
194,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,95.0,0,0,0.0,0,,0.0,1|bld
112,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,78.0,0,0,0.0,0,,0.0,1|bld
101,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0,0,0,0.0,0,,0.0,1|bld
132,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0,0,0,0.0,0,,0.0,1|bld
112,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,88.0,0,1,0.0,0,,0.0,1|bld
206,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,113.0,0,0,0.0,0,,0.0,1|bld
195,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,82.0,0,0,0.0,0,,0.0,1|bld
153,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,115.0,0,1,0.0,0,,0.0,1|bld
141,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,67.0,0,0,0.0,0,,0.0,1|bld
157,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,124.0,0,0,0.0,0,,0.0,1|bld
171,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,122.0,0,0,0.0,0,,0.0,1|bld
189,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,126.0,0,0,0.0,0,,0.0,1|bld
118,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,113.0,0,0,0.0,0,,0.0,1|bld
108,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.0,0,0,0.0,0,,0.0,1|bld
272,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,103.0,0,0,0.0,0,,0.0,1|bld
253,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,55.0,0,0,0.0,0,,0.0,1|bld
97,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,112.0,0,0,0.0,0,,0.0,1|bld
194,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.0,0,0,0.0,0,,0.0,1|bld
