id,veh_value,exposure,veh_body,veh_age,gender,area,agecat,engine_type,max_power,driving_history_score,veh_color,marital_status,e_bill,time_of_week_driven,time_driven,trm_len,credit_score,low_education_ind
11580,4.0600000000000005,0.787642937,UTE,1,F,B,5,dissel,288,68,silver,S,1,weekday,6am - 12pm,12,645.8503146,0
20869,6.51,0.495311299,SUV,3,M,B,5,dissel,195,105,brown,S,1,weekend,6am - 12pm,12,641.0179879,0
10306,5.9,0.182124414,SUV,2,M,D,2,petrol,159,80,green,M,1,weekday,12pm - 6pm,12,642.5615988,0
14833,5.69,0.324496102,STNWG,4,F,C,3,petrol,156,124,white,M,1,weekday,6am - 12pm,6,642.8587443,0
3335,6.03,0.180159226,SEDAN,1,M,C,5,electric,111,99,gray,M,0,weekday,12pm - 6pm,12,641.0491818,0
16098,5.970000000000001,0.75101644,SEDAN,2,M,C,4,petrol,76,82,white,S,1,weekend,6am - 12pm,12,721.6770826,0
10691,6.8500000000000005,0.033425909,SUV,4,F,B,1,hybrid,140,83,white,M,0,weekend,6am - 12pm,12,641.0578826,0
514,6.98,0.922943868,SEDAN,4,M,A,4,petrol,121,72,blue,S,0,weekday,6pm - 12am,12,643.735351,1
17269,5.99,0.151819264,STNWG,4,F,B,1,dissel,114,66,white,S,1,weekday,6am - 12pm,12,645.0063517,0
12561,6.8100000000000005,0.058739116,SUV,4,F,E,6,electric,162,94,white,M,1,weekday,6am - 12pm,12,658.0237841,0
3669,5.8500000000000005,0.402587883,SUV,2,M,B,2,petrol,119,75,silver,S,0,weekend,6am - 12pm,12,645.3565266,0
17849,5.0,0.311698347,SUV,1,F,C,5,dissel,182,55,brown,S,1,weekday,6am - 12pm,6,641.7973845,0
1912,5.67,0.49469642,STNWG,4,F,C,3,hybrid,142,104,black,M,0,weekend,12pm - 6pm,6,650.2198398,1
6935,4.98,0.85812383,COUPE,2,M,A,2,electric,257,112,gray,S,1,weekend,6am - 12pm,12,654.0557625,0
10658,4.98,0.214742072,STNWG,3,F,E,3,dissel,146,79,black,S,1,weekday,12pm - 6pm,12,637.0601137,0
312,6.21,0.228106593,SEDAN,2,M,C,2,petrol,121,82,brown,M,1,weekday,6am - 12pm,12,647.8933404,0
14944,7.0,0.157579364,SEDAN,4,M,D,3,petrol,98,82,gray,M,1,weekday,12am - 6 am,12,657.2624825,0
1188,6.86,0.395277231,SUV,4,M,A,1,petrol,119,128,black,M,1,weekday,6am - 12pm,12,643.5164953,0
4190,5.51,0.365956212,HDTOP,3,M,C,4,dissel,214,55,white,M,1,weekday,12pm - 6pm,6,640.9812033,0
17404,5.94,0.669801117,SEDAN,1,M,C,4,hybrid,137,93,gray,M,1,weekday,12pm - 6pm,12,638.0012934,0
2451,6.24,0.527149221,STNWG,4,F,C,6,petrol,192,108,gray,S,1,weekday,12pm - 6pm,12,645.6399857,0
1348,5.76,0.279248212,SEDAN,2,F,E,6,hybrid,93,137,black,M,1,weekend,6am - 12pm,12,643.8485103,0
10090,6.430000000000001,0.999364735,SUV,2,M,C,2,petrol,172,63,yellow,S,0,weekday,12pm - 6pm,12,639.378072,1
7475,4.16,0.480381568,MCARA,3,F,D,4,dissel,137,73,black,S,1,weekday,6am - 12pm,12,650.5354705,0
16507,5.95,0.109380653,UTE,3,M,D,5,petrol,178,74,gray,M,1,weekend,12pm - 6pm,6,632.7161037,0
10318,4.92,0.444511754,SUV,1,F,A,3,petrol,143,109,white,M,1,weekend,6pm - 12am,12,647.4527269,0
18941,6.46,0.387882035,SUV,3,M,C,2,petrol,181,90,red,M,0,weekday,6am - 12pm,12,653.8522847,0
9478,6.54,0.520880101,SUV,3,M,B,2,petrol,175,84,green,S,1,weekday,6am - 12pm,12,642.3855329,0
15903,7.09,0.439183084,SEDAN,4,M,D,3,hybrid,76,100,blue,S,1,weekday,12pm - 6pm,12,639.5142195,0
6502,5.71,0.158557535,SUV,3,M,C,2,dissel,103,66,white,M,0,weekday,6pm - 12am,12,644.2123114,0
13036,6.19,0.347234279,STNWG,4,F,F,5,dissel,161,83,white,M,1,weekday,12pm - 6pm,12,648.8409916,0
3148,5.0600000000000005,0.272803824,STNWG,2,M,C,4,petrol,143,68,gray,S,0,weekend,6pm - 12am,12,646.714074,0
18492,6.75,0.580245327,SUV,4,M,B,3,hybrid,189,102,white,S,0,weekday,12pm - 6pm,12,645.3881555,0
17443,5.84,0.162700227,SUV,2,M,B,5,dissel,148,134,blue,S,1,weekday,6am - 12pm,12,670.7887474,0
11845,2.6100000000000003,0.037165291,STNWG,1,F,A,1,dissel,140,63,blue,S,1,weekday,12pm - 6pm,12,644.5824017,0
17763,2.0600000000000005,0.042234914,STNWG,1,F,A,1,petrol,100,71,green,M,1,weekend,6pm - 12am,12,647.5150045,0
18326,6.680000000000001,0.31161283,SUV,3,M,B,3,petrol,195,113,gray,M,1,weekend,12pm - 6pm,12,647.3308109,0
3635,7.24,0.804510702,SUV,4,F,B,6,petrol,126,74,silver,S,1,weekday,6am - 12pm,12,649.7017907,0
22450,7.11,0.975501721,SUV,4,M,D,4,petrol,175,71,yellow,S,0,weekday,6pm - 12am,12,646.2603723,1
22253,5.8500000000000005,0.585797045,SUV,2,M,B,4,hybrid,114,109,white,S,1,weekday,6pm - 12am,12,644.1910076,0
827,6.78,0.083355645,SEDAN,4,M,A,5,petrol,129,98,gray,M,1,weekday,6am - 12pm,6,646.8186349,0
13663,4.550000000000001,0.725853058,STNWG,1,M,D,3,petrol,187,80,gray,M,1,weekday,6am - 12pm,12,645.0449208,0
5457,6.82,0.15865683,PANVN,4,F,A,5,dissel,114,81,white,M,1,weekday,6am - 12pm,12,645.6145079,0
5100,7.09,0.426800863,SEDAN,4,M,A,6,dissel,128,76,black,S,0,weekday,6pm - 12am,6,670.444262,1
19787,6.69,0.171832325,SUV,3,M,E,1,petrol,170,94,brown,S,0,weekday,12pm - 6pm,6,644.9930905,0
7467,6.4,0.720312664,SEDAN,3,M,C,3,petrol,90,91,black,S,0,weekday,12pm - 6pm,12,643.2967502,0
20596,5.83,0.838695536,SUV,3,M,D,2,electric,176,98,black,M,1,weekday,6am - 12pm,12,656.0640595,0
13796,5.7700000000000005,0.540643399,SUV,2,F,F,3,petrol,128,102,black,S,1,weekday,6pm - 12am,12,644.6193847,0
6979,4.5,0.999336683,HDTOP,3,F,E,6,dissel,248,55,black,S,0,weekday,12am - 6 am,12,639.1780285,1
4631,4.03,0.499393379,STNWG,1,F,E,3,hybrid,109,108,blue,S,1,weekday,6pm - 12am,12,663.3358007,0
13459,5.86,0.359806102,SUV,2,F,E,6,electric,198,85,green,S,0,weekday,6am - 12pm,12,654.8019646,0
5848,5.890000000000001,0.37309533,SUV,2,M,B,3,dissel,161,94,silver,S,1,weekday,6pm - 12am,6,648.4633704,0
11983,5.44,0.991108185,SUV,4,F,C,5,petrol,123,70,red,S,1,weekday,6pm - 12am,12,648.022994,1
820,6.78,0.236533805,SEDAN,3,M,A,5,petrol,131,84,white,S,0,weekday,12pm - 6pm,6,659.7320762,0
14404,6.33,0.200822373,TRUCK,3,M,C,3,dissel,220,91,gray,M,1,weekend,6pm - 12am,12,650.1200909,0
2852,4.62,0.92568347,STNWG,1,M,A,3,petrol,118,75,red,M,1,weekday,12pm - 6pm,12,632.6164031,1
19517,4.94,0.210073609,STNWG,3,F,A,1,hybrid,103,82,white,S,1,weekday,6am - 12pm,12,644.9898562,0
5428,6.67,0.8301954,SEDAN,4,M,B,3,electric,138,58,blue,S,0,weekday,6am - 12pm,12,654.6953095,0
7503,6.74,0.948634372,SEDAN,3,M,A,3,petrol,90,56,black,S,0,weekday,12pm - 6pm,12,647.6513136,1
11449,5.470000000000001,0.419840202,SUV,1,M,C,6,petrol,173,56,gray,M,1,weekday,12am - 6 am,12,642.184375,0
8355,7.260000000000001,0.153369361,SEDAN,4,M,D,5,dissel,118,76,black,S,1,weekday,12pm - 6pm,12,646.9825762,0
22228,4.24,0.474861956,STNWG,1,F,D,3,electric,207,80,red,M,0,weekday,12pm - 6pm,12,645.9536826,0
16927,6.62,0.876483459,TRUCK,4,F,A,2,dissel,341,69,silver,M,0,weekend,12pm - 6pm,12,643.6648078,0
11728,6.15,0.398024694,UTE,4,F,E,4,petrol,241,65,white,S,0,weekday,6am - 12pm,12,662.733647,0
3624,7.08,0.999333888,SEDAN,4,M,B,4,petrol,100,98,black,M,0,weekday,6am - 12pm,12,640.88812,1
1641,5.84,0.510306095,UTE,2,M,E,4,petrol,248,80,gray,M,0,weekday,6pm - 12am,12,647.1427252,0
15881,5.95,0.497123437,UTE,3,F,A,5,petrol,198,83,silver,S,0,weekday,6am - 12pm,12,644.0193268,0
20845,4.66,0.978951002,STNWG,2,M,D,2,dissel,181,87,gray,M,1,weekend,12pm - 6pm,12,636.2036576,1
12294,6.95,0.404608554,SUV,4,M,C,3,petrol,138,95,black,S,1,weekend,12pm - 6pm,6,648.4610987,0
19146,5.34,0.484894417,SUV,1,F,A,5,dissel,106,88,gray,S,1,weekday,12am - 6 am,12,667.1098899,0
22072,4.040000000000001,0.793021624,UTE,1,F,D,5,hybrid,213,115,gray,M,1,weekday,6am - 12pm,12,642.2793472,0
9527,6.67,0.425291994,SEDAN,3,F,A,2,petrol,143,76,silver,S,1,weekday,12pm - 6pm,12,657.959117,0
22493,4.62,0.425390734,SUV,1,M,C,5,dissel,136,82,gray,S,1,weekend,6pm - 12am,6,655.0265119,1
8711,2.2300000000000004,0.405585184,STNWG,1,F,B,4,dissel,115,69,green,S,0,weekday,6pm - 12am,12,650.1358807,0
20340,6.51,0.619814351,SUV,3,M,C,6,petrol,155,80,black,M,1,weekday,12pm - 6pm,12,645.2676248,0
14025,6.380000000000001,0.204699679,SEDAN,2,F,A,4,petrol,141,69,white,M,1,weekday,6pm - 12am,12,656.3140661,0
5415,6.5600000000000005,0.313976765,SUV,4,F,F,5,petrol,177,89,yellow,S,1,weekday,6pm - 12am,12,647.4446874,0
1730,5.460000000000001,0.3378657,SUV,2,M,E,2,electric,191,71,silver,S,1,weekday,12am - 6 am,12,653.0458155,0
22208,3.0,0.427578865,STNWG,2,F,A,2,dissel,163,62,silver,M,1,weekend,12pm - 6pm,12,646.721921,0
9011,3.72,0.351150213,STNWG,1,F,A,5,petrol,205,88,green,S,1,weekday,12pm - 6pm,6,650.9186931,0
6030,6.01,0.570516282,SEDAN,1,M,D,4,hybrid,154,92,white,M,1,weekday,6am - 12pm,12,642.1788415,0
4029,4.6,0.407119218,STNWG,1,M,C,4,petrol,121,55,silver,S,1,weekday,12pm - 6pm,6,649.9078675,0
6287,6.11,0.549188309,SEDAN,1,M,B,1,petrol,81,86,black,M,1,weekday,6am - 12pm,12,690.9958873,0
12057,6.15,0.098770287,SEDAN,2,M,C,1,petrol,127,55,blue,M,0,weekday,6am - 12pm,12,647.8165371,0
16144,5.75,0.330388936,SUV,2,M,B,3,dissel,121,78,silver,M,0,weekday,12pm - 6pm,12,643.4385569,0
9761,5.75,0.088560307,UTE,2,F,B,1,dissel,278,57,white,S,1,weekday,6am - 12pm,12,641.0237336,0
219,7.0200000000000005,0.500716825,SUV,4,F,C,3,petrol,184,108,gray,S,1,weekday,12pm - 6pm,12,645.0068693,0
8826,5.680000000000001,0.328285097,SUV,2,M,C,4,petrol,148,70,silver,M,1,weekend,6am - 12pm,12,648.3098374,0
7489,3.9800000000000004,0.549507245,STNWG,2,F,A,3,petrol,186,109,black,S,1,weekday,6am - 12pm,12,654.7623098,0
11920,6.15,0.219107697,UTE,4,M,C,4,dissel,150,62,gray,M,0,weekday,12pm - 6pm,6,651.6508798,0
2381,6.17,0.042966073,SEDAN,2,F,A,3,hybrid,73,85,black,S,0,weekday,12pm - 6pm,12,645.9205216,0
6281,5.0,0.21158182,SEDAN,1,M,C,2,dissel,106,55,gray,S,0,weekday,12pm - 6pm,12,647.2037144,0
12861,6.4,0.498950003,MIBUS,4,F,C,4,dissel,155,91,green,S,1,weekday,6pm - 12am,12,643.3895002,0
9225,6.050000000000001,0.589532215,SUV,2,M,E,6,dissel,132,79,red,S,1,weekday,6pm - 12am,12,640.1402898,0
12432,5.84,0.49966714,STNWG,3,M,D,2,dissel,178,114,red,M,0,weekday,12pm - 6pm,6,640.2522963,1
15995,4.970000000000001,0.810289833,HDTOP,2,F,B,4,petrol,286,115,silver,S,0,weekday,12pm - 6pm,12,648.267121,0
21769,6.07,0.059201164,SUV,3,F,A,5,dissel,154,110,gray,S,0,weekday,6am - 12pm,6,645.9352798,0
20519,5.79,0.553465228,SUV,2,F,B,3,petrol,166,70,white,S,1,weekday,12am - 6 am,12,638.2087297,0
14777,5.75,0.186690748,SEDAN,1,M,D,6,petrol,98,64,yellow,S,1,weekday,6pm - 12am,12,654.3026727,0
16402,5.98,0.038906061,SUV,3,M,B,4,dissel,194,117,black,M,1,weekday,12pm - 6pm,6,649.4302334,0
14186,6.71,0.474550636,SEDAN,4,M,A,4,petrol,104,75,green,S,1,weekday,12pm - 6pm,12,638.022534,0
15937,6.180000000000001,0.863448368,SUV,2,M,C,3,petrol,157,69,white,S,1,weekday,6am - 12pm,12,657.9693959,0
4592,5.8500000000000005,0.414864289,SUV,3,F,C,4,dissel,106,59,black,S,1,weekday,6am - 12pm,6,650.935043,0
17912,6.66,0.019821162,UTE,4,M,D,2,petrol,178,76,black,S,1,weekday,12pm - 6pm,6,643.2246215,0
15909,6.07,0.499680583,SUV,2,M,A,4,petrol,207,58,green,S,1,weekday,6am - 12pm,6,651.6090081,1
8201,6.76,0.999325409,PANVN,4,F,B,2,dissel,89,95,black,M,0,weekday,12pm - 6pm,12,654.5032821,1
11525,6.7700000000000005,0.804905402,SEDAN,3,M,A,4,hybrid,130,123,gray,S,1,weekday,12pm - 6pm,12,638.2959505,0
2421,6.76,0.337272442,SEDAN,3,M,B,1,electric,72,86,gray,S,1,weekday,12pm - 6pm,12,649.9154328,0
4875,6.25,0.776355135,SEDAN,2,M,C,4,hybrid,110,63,black,S,1,weekday,6pm - 12am,12,706.5406799,0
15795,6.84,0.854189507,SUV,4,F,C,5,dissel,183,67,blue,S,1,weekday,6am - 12pm,12,653.7005773,0
11489,5.86,0.226467553,SEDAN,3,F,F,1,petrol,124,55,red,M,1,weekday,6pm - 12am,12,656.6618366,0
8910,4.87,0.189617474,SUV,1,M,A,4,petrol,180,65,black,S,1,weekday,12am - 6 am,12,651.9109518,0
12522,-1.0700000000000003,0.083951707,STNWG,1,M,C,4,dissel,157,55,red,M,1,weekday,6am - 12pm,6,652.7380981,0
4708,5.83,0.2191427,UTE,3,F,F,4,hybrid,166,74,gray,M,0,weekday,6pm - 12am,12,641.1046,0
3695,4.970000000000001,0.999335128,STNWG,3,M,B,5,dissel,102,63,black,M,1,weekday,6am - 12pm,12,637.114014,1
11265,6.25,0.890207858,SEDAN,2,M,C,1,petrol,121,99,white,M,1,weekday,6am - 12pm,12,637.2912276,1
18697,7.180000000000001,0.152113264,SUV,4,M,A,6,hybrid,117,71,yellow,M,1,weekday,6am - 12pm,12,648.4235984,0
18123,4.11,0.240059876,SUV,1,F,B,5,petrol,167,90,silver,M,1,weekend,12pm - 6pm,12,642.4637141,0
16881,6.8500000000000005,0.552578856,STNWG,4,M,D,5,petrol,181,66,white,M,0,weekday,12pm - 6pm,12,644.7147384,0
7913,6.01,0.078574475,SEDAN,1,M,D,6,petrol,132,92,white,S,1,weekday,6pm - 12am,6,653.1550374,0
9427,5.300000000000001,0.956825141,TRUCK,2,F,D,2,dissel,381,64,gray,S,1,weekday,6am - 12pm,12,645.3853152,1
13444,6.87,0.309635424,SUV,4,M,D,6,petrol,144,63,white,S,1,weekend,12pm - 6pm,12,648.7056487,0
22243,5.15,0.364829899,SUV,2,M,C,3,petrol,100,86,white,S,1,weekend,6am - 12pm,12,646.5429495,0
11819,3.74,0.575244487,STNWG,1,M,D,2,hybrid,155,98,white,M,1,weekend,12pm - 6pm,12,644.3360065,0
1394,5.880000000000001,0.161284474,STNWG,3,M,A,3,petrol,121,55,white,M,1,weekday,12pm - 6pm,6,642.2576005,0
2565,5.58,0.144723341,SUV,1,F,A,6,petrol,124,84,white,S,1,weekday,6am - 12pm,6,666.8443887,0
963,6.44,0.050068775,SEDAN,3,F,C,3,petrol,128,118,white,S,1,weekday,12am - 6 am,6,649.5367967,0
665,5.8100000000000005,0.937303823,SEDAN,2,F,A,2,hybrid,153,78,white,S,1,weekend,12pm - 6pm,12,678.6518965,1
16190,5.91,0.227078584,SEDAN,2,M,C,4,dissel,115,60,black,M,1,weekday,12pm - 6pm,12,646.0554361,0
14184,5.79,0.349245057,MIBUS,4,F,B,3,dissel,289,59,white,M,1,weekday,6am - 12pm,12,644.2936283,0
328,4.390000000000001,0.531283847,STNWG,1,M,A,4,dissel,150,106,white,S,1,weekday,12pm - 6pm,12,639.502978,0
9686,5.76,0.273352049,SUV,2,F,B,2,petrol,153,78,black,S,0,weekday,12pm - 6pm,6,641.850141,0
11528,7.140000000000001,0.941554496,SEDAN,4,M,B,6,petrol,101,115,silver,M,1,weekday,12pm - 6pm,12,651.2872782,1
18064,6.44,0.731782716,TRUCK,3,F,C,4,dissel,259,75,white,S,0,weekday,12pm - 6pm,12,694.8860091,0
20427,7.25,0.037389369,SEDAN,4,M,C,2,electric,117,80,black,M,0,weekday,6pm - 12am,6,645.2047475,0
8165,6.300000000000001,0.084354088,STNWG,4,F,C,3,petrol,187,86,red,S,0,weekday,12pm - 6pm,6,642.1497634,0
18093,6.1000000000000005,0.53188025,SEDAN,1,M,A,2,petrol,159,80,silver,S,0,weekend,12pm - 6pm,12,646.7555273,0
6240,6.180000000000001,0.682910181,SEDAN,3,M,F,3,petrol,123,59,gray,M,1,weekend,6am - 12pm,12,643.4506498,0
3287,7.13,0.324785334,SUV,4,M,C,4,petrol,139,60,gray,M,1,weekday,6am - 12pm,6,638.6591871,0
4398,5.67,0.191257606,SEDAN,1,M,A,4,petrol,152,55,blue,S,1,weekend,12pm - 6pm,12,645.2461357,0
13929,6.7700000000000005,0.451569103,SUV,4,F,B,4,petrol,102,117,white,M,0,weekday,12pm - 6pm,12,644.0665053,0
4904,5.880000000000001,0.566566017,SUV,2,F,C,3,petrol,190,85,silver,M,0,weekday,12pm - 6pm,12,651.5423458,0
16208,5.540000000000001,0.453501817,SUV,2,M,B,4,petrol,195,56,red,M,1,weekend,12pm - 6pm,12,660.3878848,0
14021,5.0600000000000005,0.339087212,HDTOP,3,F,B,3,petrol,258,87,red,S,0,weekday,6am - 12pm,12,667.8099901,0
3107,3.6300000000000003,0.491816882,STNWG,2,F,F,3,petrol,112,63,black,M,1,weekday,6am - 12pm,12,655.2067338,0
19481,4.960000000000001,0.334665109,SUV,1,F,C,4,petrol,127,78,white,S,1,weekday,12pm - 6pm,6,662.6703102,0
3003,6.83,0.158246497,SUV,4,M,B,5,dissel,186,78,black,S,1,weekday,6pm - 12am,12,661.7697672,0
14135,6.59,0.428090762,SEDAN,3,M,E,3,petrol,97,67,blue,S,0,weekday,6am - 12pm,12,633.2552524,0
5208,3.1500000000000004,0.884230655,STNWG,2,M,F,3,dissel,168,70,white,M,1,weekday,6am - 12pm,12,648.6478549,1
5515,6.23,0.121128269,SUV,3,M,A,2,electric,154,116,white,M,0,weekday,6am - 12pm,12,679.5858046,0
2618,6.1000000000000005,0.510466446,SEDAN,1,M,A,2,petrol,151,70,black,M,0,weekday,6am - 12pm,12,655.6577872,0
15612,7.0,0.187811426,SEDAN,4,M,A,1,petrol,95,78,blue,M,0,weekend,12pm - 6pm,6,645.9155659,0
2458,6.930000000000001,0.454666146,PANVN,4,F,A,4,petrol,114,90,gray,S,1,weekday,12pm - 6pm,12,645.9384785,0
3201,6.09,0.655444029,STNWG,4,F,F,4,petrol,121,67,black,M,0,weekday,6pm - 12am,12,636.7776221,0
18593,6.67,0.091796294,SUV,3,M,C,3,petrol,159,105,white,M,0,weekday,6am - 12pm,6,643.5089209,0
21555,4.57,0.31379073,UTE,2,F,F,3,dissel,164,108,black,M,1,weekend,6am - 12pm,12,637.7816969,0
15971,6.19,0.086293493,PANVN,3,F,B,4,petrol,84,57,yellow,S,0,weekday,12am - 6 am,6,644.8206654,0
102,1.8399999999999999,0.664570622,SUV,1,M,A,3,petrol,199,96,red,S,1,weekday,12pm - 6pm,12,662.6708592,0
13165,6.680000000000001,0.938250929,STNWG,4,F,D,4,petrol,145,79,black,S,1,weekday,12pm - 6pm,12,683.8457287,1
11190,6.3500000000000005,0.40689828,SUV,3,M,A,6,petrol,105,123,black,M,1,weekend,6am - 12pm,6,651.0279265,0
19275,6.15,0.266927011,SEDAN,2,M,E,4,petrol,129,55,brown,S,1,weekend,6am - 12pm,6,649.2430575,0
20941,4.720000000000001,0.02053673,SUV,1,F,D,6,dissel,104,80,black,S,1,weekday,12pm - 6pm,6,671.0437592,0
22464,2.6400000000000006,0.310328794,STNWG,1,F,F,2,petrol,101,83,black,M,1,weekday,6am - 12pm,12,661.0241804,0
3959,6.0200000000000005,0.436023955,SEDAN,2,M,E,3,petrol,97,95,blue,S,1,weekday,6am - 12pm,6,654.4488443,1
7213,7.17,0.863436182,SEDAN,4,F,E,6,petrol,126,108,black,S,1,weekend,6pm - 12am,12,640.4838691,0
6600,5.34,0.991321198,SEDAN,3,M,A,4,electric,121,118,brown,S,1,weekday,12pm - 6pm,12,641.84452,1
2404,6.96,0.324804856,SEDAN,4,F,C,3,petrol,136,55,black,M,1,weekday,6pm - 12am,12,641.8887836,0
21970,5.6000000000000005,0.956279253,SUV,2,F,B,3,petrol,104,100,gray,S,1,weekend,6am - 12pm,12,644.6279345,1
12369,5.5200000000000005,0.214247579,SUV,2,F,A,5,electric,188,72,brown,M,0,weekday,6am - 12pm,12,663.1834549,0
20518,5.43,0.38944143,SUV,2,M,B,5,petrol,180,115,red,M,1,weekend,12pm - 6pm,12,655.5389861,0
5954,6.0600000000000005,0.048934936,SUV,2,F,B,4,petrol,161,87,white,S,1,weekday,6am - 12pm,12,637.021146,0
3211,5.61,0.214074905,STNWG,3,F,E,5,petrol,143,68,black,M,0,weekday,12pm - 6pm,12,661.2865892,0
9253,5.15,0.786115647,UTE,3,M,D,2,petrol,229,79,red,S,1,weekday,12pm - 6pm,12,644.5465412,0
2110,4.84,0.452557993,STNWG,3,F,B,5,petrol,128,99,gray,S,0,weekday,6am - 12pm,12,647.4814396,0
9627,6.640000000000001,0.213171776,SEDAN,3,M,C,1,electric,95,87,red,M,0,weekday,6pm - 12am,12,644.0616358,0
19538,6.86,0.502395645,SEDAN,4,M,A,6,petrol,115,112,white,S,1,weekday,6pm - 12am,12,659.8524178,0
13904,3.2800000000000002,0.56814258,STNWG,2,M,D,3,petrol,171,126,white,S,0,weekend,6pm - 12am,12,644.9226975,0
411,5.73,0.818089817,UTE,4,F,A,6,dissel,250,92,blue,M,1,weekday,12pm - 6pm,12,633.9050098,0
12067,6.24,0.418758676,MIBUS,4,F,A,4,dissel,168,55,white,S,0,weekday,6pm - 12am,12,654.100685,0
18253,5.7,0.309722997,TRUCK,4,F,D,1,petrol,281,79,white,S,1,weekday,6am - 12pm,12,660.4472314,0
11882,6.8100000000000005,0.488225249,UTE,4,M,B,3,petrol,269,84,white,M,1,weekday,12pm - 6pm,12,636.0812061,0
11569,5.91,0.802709446,SEDAN,3,M,E,6,hybrid,145,73,blue,M,1,weekday,12pm - 6pm,12,643.1074809,0
2190,7.050000000000001,0.635098506,SUV,4,M,A,3,petrol,129,116,silver,S,0,weekday,12pm - 6pm,12,641.2204545,0
17280,5.5,0.099861864,SUV,2,M,A,5,petrol,124,95,black,S,1,weekend,6am - 12pm,12,645.6623298,0
16936,3.5,0.730982676,STNWG,2,M,B,3,petrol,121,71,blue,M,1,weekday,12pm - 6pm,12,654.9836663,0
22086,5.48,0.307708314,HDTOP,2,M,A,2,petrol,206,64,gray,M,1,weekday,6am - 12pm,6,643.7317665,0
9888,4.800000000000001,0.478362167,STNWG,3,F,F,3,dissel,117,77,gray,M,1,weekday,6pm - 12am,6,649.4729079,1
8543,7.1000000000000005,0.172219402,SUV,4,M,B,2,petrol,120,55,gray,S,0,weekday,12am - 6 am,6,642.9432992,0
11699,7.08,0.426351161,SUV,4,M,B,3,petrol,137,87,black,S,1,weekday,12pm - 6pm,6,638.7107449,0
21362,2.5,0.184331597,STNWG,2,F,B,5,petrol,198,65,white,M,1,weekend,6pm - 12am,6,641.192008,0
10888,5.8100000000000005,0.726829923,SEDAN,2,M,A,4,petrol,145,79,gray,M,1,weekday,12pm - 6pm,12,651.067025,0
314,5.9,0.116446879,SUV,1,M,C,6,petrol,152,102,black,M,1,weekend,12pm - 6pm,12,652.4065189,0
2677,2.95,0.011484107,STNWG,2,F,A,4,dissel,160,97,white,S,1,weekday,6am - 12pm,12,643.7930377,0
6614,7.1000000000000005,0.135665565,SEDAN,4,M,D,4,petrol,109,72,blue,S,0,weekday,12pm - 6pm,6,659.2677701,0
12831,4.99,0.615893881,HDTOP,2,F,B,3,petrol,287,55,black,M,1,weekend,12am - 6 am,12,649.0835049,0
14418,6.74,0.193666386,SEDAN,3,M,B,2,petrol,126,83,silver,M,1,weekend,6pm - 12am,6,649.2790593,0
1789,6.44,0.523145125,STNWG,4,F,B,5,dissel,177,62,white,M,0,weekend,6am - 12pm,12,647.5819441,0
17046,5.59,0.316816338,STNWG,4,F,D,4,petrol,156,81,red,S,0,weekday,12pm - 6pm,6,640.5438161,0
4510,5.96,0.647164049,SEDAN,1,M,C,1,petrol,112,114,black,S,1,weekday,6am - 12pm,12,643.2369623,0
15274,5.19,0.458680788,PANVN,2,F,D,3,petrol,125,72,yellow,S,1,weekend,6pm - 12am,12,644.2383433,0
17836,5.8500000000000005,0.061992721,STNWG,3,M,C,4,hybrid,125,86,silver,M,0,weekend,6am - 12pm,12,644.1581341,0
11792,6.180000000000001,0.445093363,STNWG,4,F,A,2,petrol,132,71,blue,S,0,weekday,6am - 12pm,12,644.2651784,0
13275,4.57,0.097080455,TRUCK,1,M,F,4,dissel,312,63,yellow,M,0,weekday,6am - 12pm,6,656.8193046,0
3849,4.74,0.116198105,STNWG,3,M,B,4,petrol,116,88,gray,S,1,weekday,6am - 12pm,6,649.6727828,0
15308,6.32,0.8224312,SEDAN,3,M,D,4,dissel,97,68,silver,S,1,weekday,6am - 12pm,12,645.1492886,0
15770,6.34,0.904792239,SEDAN,2,F,B,4,petrol,86,62,white,M,1,weekday,6pm - 12am,12,645.6500313,1
13703,6.720000000000001,0.324069526,TRUCK,4,M,D,3,dissel,296,112,brown,M,1,weekday,6am - 12pm,12,635.9162617,0
10665,6.45,0.216173757,SUV,3,M,A,4,petrol,161,81,black,M,1,weekday,12pm - 6pm,12,648.9058209,0
21098,4.48,0.426648257,STNWG,2,M,A,3,petrol,140,78,black,M,1,weekday,6am - 12pm,12,647.8971061,0
15013,6.550000000000001,0.687619056,SUV,4,M,B,2,petrol,167,86,black,M,0,weekday,12am - 6 am,12,652.153571,0
21735,7.050000000000001,0.869263344,SUV,4,F,D,4,petrol,120,103,gray,M,0,weekday,6am - 12pm,12,667.414798,1
19023,5.96,0.700299192,SEDAN,1,M,C,6,dissel,99,78,gray,M,1,weekday,12pm - 6pm,12,642.3854207,0
20395,4.720000000000001,0.757987965,BUS,3,F,F,1,dissel,273,97,gray,M,0,weekday,12pm - 6pm,12,641.0240775,0
7661,6.04,0.162122684,SEDAN,2,M,C,4,petrol,146,112,black,M,1,weekday,12am - 6 am,12,649.9523864,0
3464,5.96,0.575915259,UTE,2,F,A,6,petrol,247,94,gray,M,1,weekday,6am - 12pm,12,644.0128952,0
20781,6.130000000000001,0.04936941,TRUCK,4,F,A,4,dissel,323,69,brown,S,0,weekday,12pm - 6pm,6,646.8255466,0
