id,fold,sample,veh_value,exposure,veh_body,veh_age,gender,area,agecat,engine_type,max_power,driving_history_score,veh_color,marital_status,e_bill,time_of_week_driven,time_driven,trm_len,credit_score,low_education_ind,clm,numclaims,claimcst0
1,2,1|bld,5.800000000000001,0.362190934,SUV,2,F,B,1,hybrid,161,73.0,black,M,0,weekday,12pm - 6pm,6,646.516468959908,0.0,1,1,2023.198184
4136,1,1|bld,6.26,0.460771718,SEDAN,2,M,C,2,petrol,121,84.0,white,S,1,weekday,12am - 6 am,12,649.2442279578273,0.0,0,0,0.0
4137,3,1|bld,6.300000000000001,0.27663307,SUV,3,M,A,2,petrol,114,93.0,silver,M,0,weekday,6am - 12pm,12,698.3816229882214,0.0,0,0,0.0
4138,3,1|bld,4.15,0.333206074,STNWG,3,F,E,1,dissel,184,94.0,black,M,0,weekday,12pm - 6pm,12,647.0256220296505,0.0,0,0,0.0
4139,4,2|val,4.74,0.146882543,STNWG,2,M,A,4,dissel,147,104.0,blue,S,0,weekday,6am - 12pm,12,651.995417518488,0.0,0,0,0.0
4140,1,1|bld,3.8600000000000003,0.766254816,STNWG,2,M,D,2,petrol,161,92.0,gray,S,1,weekend,12pm - 6pm,12,641.3083211518091,0.0,0,0,0.0
4141,4,2|val,2.99,0.159690585,UTE,1,F,B,3,petrol,202,69.0,black,M,1,weekday,12pm - 6pm,12,657.5333950528676,0.0,0,0,0.0
4142,4,2|val,3.0200000000000005,0.141010577,UTE,1,F,B,2,petrol,203,71.0,gray,M,0,weekday,12pm - 6pm,12,652.1815141656724,0.0,0,0,0.0
4143,1,1|bld,6.300000000000001,0.633158258,SEDAN,2,F,C,5,dissel,106,88.0,black,M,0,weekday,6am - 12pm,12,651.6283298980649,0.0,0,0,0.0
4144,4,2|val,5.42,0.369976981,SEDAN,1,M,A,4,hybrid,131,88.0,gray,S,1,weekend,6pm - 12am,6,650.0197877074147,0.0,0,0,0.0
4145,1,1|bld,5.99,0.53611341,SUV,2,F,A,5,petrol,120,99.0,white,S,1,weekday,6pm - 12am,12,649.7873356151827,0.0,0,0,0.0
4146,4,2|val,3.83,0.562302405,UTE,1,F,C,2,petrol,214,90.0,blue,S,1,weekday,12pm - 6pm,12,646.5069047348792,0.0,0,0,0.0
4147,1,1|bld,6.45,0.749749566,SEDAN,3,M,B,3,petrol,74,130.0,green,S,0,weekday,12pm - 6pm,12,645.1571823558861,0.0,0,0,0.0
4148,2,1|bld,5.87,0.116735693,TRUCK,3,F,D,3,petrol,398,75.0,gray,M,1,weekday,12pm - 6pm,12,661.0787005847794,0.0,0,0,0.0
4149,4,2|val,7.0600000000000005,0.126569918,SEDAN,4,M,C,1,petrol,114,108.0,black,S,0,weekday,6pm - 12am,12,658.3669053535093,0.0,0,0,0.0
4150,2,1|bld,4.51,0.30081077,STNWG,1,F,A,1,dissel,119,104.0,black,S,1,weekend,12pm - 6pm,12,643.857692725558,0.0,0,0,0.0
4151,1,1|bld,6.0200000000000005,0.608758154,STNWG,4,F,C,3,petrol,171,94.0,silver,S,0,weekend,12pm - 6pm,12,657.1621918210014,0.0,0,0,0.0
4152,2,1|bld,5.35,0.050380219,SEDAN,1,M,B,2,petrol,94,93.0,white,M,1,weekday,6pm - 12am,12,651.6283476166144,0.0,0,0,0.0
4153,4,2|val,6.76,0.128191083,SEDAN,4,F,C,4,dissel,74,104.0,blue,M,0,weekday,6pm - 12am,12,652.3549353836372,0.0,0,0,0.0
4154,1,1|bld,5.01,0.0785693255,SUV,1,F,C,4,petrol,182,79.0,black,S,1,weekend,6pm - 12am,6,647.1755882905562,0.0,0,0,0.0
4155,1,1|bld,6.1000000000000005,0.0620181,SEDAN,3,M,C,3,petrol,146,113.0,gray,M,1,weekday,12am - 6 am,12,638.5145686797006,0.0,0,0,0.0
4156,3,1|bld,7.16,0.212752044,SUV,4,F,D,6,hybrid,159,79.0,silver,M,0,weekday,12am - 6 am,12,645.2765509481914,0.0,0,0,0.0
4157,3,1|bld,6.23,0.198636913,SUV,2,M,A,2,petrol,172,98.0,red,M,0,weekday,6am - 12pm,12,669.4548548867382,0.0,0,0,0.0
4158,3,1|bld,5.76,0.399842703,SUV,2,F,C,3,petrol,101,79.0,red,S,1,weekday,12pm - 6pm,12,667.2501591198696,0.0,0,0,0.0
4159,3,1|bld,5.69,0.852865337,SUV,1,M,E,4,hybrid,176,82.0,blue,S,1,weekday,6pm - 12am,12,652.4168012936709,0.0,0,0,0.0
4160,3,1|bld,5.11,0.278694723,SUV,2,M,A,5,petrol,104,74.0,gray,S,0,weekday,12pm - 6pm,12,660.528654354541,0.0,0,0,0.0
4161,2,1|bld,6.2,0.239516855,SUV,3,M,C,4,petrol,192,90.0,blue,M,1,weekday,12pm - 6pm,12,652.8599524928846,0.0,0,0,0.0
4162,3,1|bld,6.430000000000001,0.33696502,HDTOP,4,F,A,3,petrol,263,101.0,white,S,1,weekday,12pm - 6pm,12,643.8399779606731,0.0,0,0,0.0
4163,4,2|val,4.8100000000000005,0.1301258515,STNWG,3,M,C,3,dissel,119,79.0,blue,M,1,weekday,12pm - 6pm,6,650.0812910060121,0.0,0,0,0.0
4164,1,1|bld,6.6000000000000005,0.4888335965,SEDAN,3,M,B,5,petrol,96,106.0,black,S,1,weekday,6am - 12pm,6,651.7917316366728,1.0,0,0,0.0
4165,1,1|bld,5.62,0.314199657,MIBUS,4,F,B,3,dissel,209,97.0,white,S,0,weekend,12pm - 6pm,12,660.860182846798,0.0,0,0,0.0
4166,3,1|bld,6.24,0.2086910645,SEDAN,2,M,C,6,petrol,79,55.0,silver,S,1,weekend,12pm - 6pm,6,664.9643734429675,0.0,0,0,0.0
4167,1,1|bld,5.37,0.937524027,SUV,2,M,C,4,petrol,191,87.0,brown,S,1,weekday,6am - 12pm,12,669.5838546158744,1.0,0,0,0.0
4168,1,1|bld,5.74,0.126674631,SEDAN,1,F,C,5,petrol,127,87.0,red,S,0,weekday,6pm - 12am,12,651.0088308393955,0.0,0,0,0.0
4169,3,1|bld,6.5600000000000005,0.33444423,SEDAN,3,M,C,4,dissel,115,84.0,yellow,S,1,weekday,12pm - 6pm,12,650.2763662449628,0.0,0,0,0.0
4170,2,1|bld,4.2,0.422584042,STNWG,3,F,A,3,dissel,163,73.0,black,S,1,weekday,12pm - 6pm,12,649.5666797313746,0.0,0,0,0.0
4171,1,1|bld,3.41,0.153219792,STNWG,2,F,A,5,electric,125,87.0,silver,M,1,weekday,12pm - 6pm,6,640.3811344675207,0.0,0,0,0.0
4172,1,1|bld,6.83,0.0944494885,SEDAN,4,F,C,4,petrol,102,111.0,black,M,1,weekend,6am - 12pm,6,645.9405314372129,0.0,0,0,0.0
4173,4,2|val,6.04,0.819988512,STNWG,4,M,C,5,dissel,195,131.0,gray,M,0,weekday,6pm - 12am,12,649.4065155905847,0.0,0,0,0.0
4174,1,1|bld,4.41,0.823731062,TRUCK,3,F,F,2,petrol,200,78.0,silver,S,0,weekday,6am - 12pm,12,649.611053974427,0.0,0,0,0.0
4175,2,1|bld,5.28,0.421401349,STNWG,3,F,D,3,hybrid,116,90.0,black,M,1,weekday,6am - 12pm,12,649.2589991729792,0.0,0,0,0.0
4176,1,1|bld,6.0600000000000005,0.533181161,SEDAN,2,M,B,2,electric,109,95.0,black,S,0,weekday,6pm - 12am,12,647.7614863620253,0.0,0,0,0.0
4177,2,1|bld,3.42,0.074991684,TRUCK,2,F,A,1,dissel,313,69.0,white,M,1,weekday,6am - 12pm,12,645.3513406425573,0.0,0,0,0.0
4178,3,1|bld,2.2800000000000002,0.133570521,STNWG,1,F,C,4,electric,123,90.0,blue,M,0,weekend,6am - 12pm,12,659.1645719385874,0.0,0,0,0.0
4179,3,1|bld,6.25,0.032808083,SEDAN,2,M,C,5,petrol,132,57.0,yellow,S,0,weekday,12pm - 6pm,12,649.2163158674585,0.0,0,0,0.0
4180,3,1|bld,6.550000000000001,0.881224654,SEDAN,3,F,B,4,petrol,135,136.0,black,M,0,weekday,6am - 12pm,12,637.0745752626268,1.0,0,0,0.0
4181,4,2|val,5.970000000000001,0.18346555,TRUCK,3,F,E,3,dissel,274,81.0,black,M,1,weekday,6am - 12pm,12,655.0985079957899,0.0,0,0,0.0
4182,4,2|val,7.25,0.139058926,SEDAN,4,F,B,4,petrol,127,109.0,black,S,0,weekday,6am - 12pm,12,643.7400292332986,0.0,0,0,0.0
4183,2,1|bld,4.630000000000001,0.221722342,STNWG,3,F,C,4,dissel,110,106.0,silver,M,0,weekend,12pm - 6pm,6,664.8596867260618,0.0,0,0,0.0
4184,2,1|bld,2.33,0.686442692,STNWG,1,F,A,5,petrol,103,124.0,blue,S,1,weekday,12pm - 6pm,12,643.3125205753082,0.0,0,0,0.0
4185,2,1|bld,6.550000000000001,0.060639713,SEDAN,2,M,B,5,dissel,153,106.0,yellow,S,1,weekday,6am - 12pm,6,656.4914739203581,0.0,0,0,0.0
4186,4,2|val,5.16,0.320648248,SUV,3,F,A,6,petrol,150,112.0,green,M,0,weekend,6am - 12pm,12,650.9571617654235,0.0,0,0,0.0
4187,4,2|val,6.220000000000001,0.09811944,SEDAN,1,M,C,2,petrol,86,109.0,white,S,0,weekend,6am - 12pm,12,645.2175776176581,0.0,0,0,0.0
4188,2,1|bld,5.5,0.751971883,SUV,3,M,C,4,petrol,169,94.0,white,M,1,weekday,12pm - 6pm,12,655.017946612241,0.0,0,0,0.0
4189,1,1|bld,6.16,0.348669422,UTE,3,M,A,3,petrol,191,105.0,gray,M,1,weekday,12pm - 6pm,12,661.6675042018197,0.0,0,0,0.0
4190,4,2|val,5.53,0.206925814,SEDAN,1,M,D,5,hybrid,137,101.0,gray,M,1,weekday,6am - 12pm,6,661.264423880435,0.0,0,0,0.0
4191,2,1|bld,6.74,0.836311343,SEDAN,3,M,C,2,petrol,81,105.0,blue,S,1,weekend,6am - 12pm,12,645.9874703775666,0.0,0,0,0.0
4192,4,2|val,4.8100000000000005,0.087972193,STNWG,2,F,D,4,petrol,146,108.0,yellow,M,1,weekday,6am - 12pm,12,646.5058634375064,0.0,0,0,0.0
4193,2,1|bld,6.390000000000001,0.127453298,UTE,3,F,D,5,petrol,275,77.0,black,M,0,weekday,6am - 12pm,12,649.6369349552137,0.0,0,0,0.0
4194,4,2|val,4.86,0.429244829,UTE,3,M,F,2,petrol,205,96.0,gray,M,1,weekday,12pm - 6pm,6,642.0377368548523,0.0,0,0,0.0
4195,3,1|bld,5.050000000000001,0.415947114,SUV,1,F,B,4,hybrid,139,82.0,gray,M,0,weekday,6am - 12pm,6,640.8504715060299,0.0,0,0,0.0
4196,4,2|val,3.42,0.457635726,UTE,1,M,F,5,petrol,260,90.0,black,M,0,weekend,12pm - 6pm,12,643.6147096067197,0.0,0,0,0.0
4197,1,1|bld,6.62,0.104548911,STNWG,4,F,E,6,petrol,111,93.0,red,M,0,weekend,6pm - 12am,12,664.6522824183362,0.0,0,0,0.0
4198,3,1|bld,4.11,0.418952744,UTE,2,F,E,2,dissel,289,84.0,white,S,1,weekday,12pm - 6pm,12,664.1978130473219,0.0,0,0,0.0
4199,2,1|bld,6.49,0.548555075,SEDAN,2,M,C,6,dissel,78,69.0,gray,S,1,weekday,12pm - 6pm,12,650.5512483195356,0.0,0,0,0.0
4200,4,2|val,6.46,0.343025447,SEDAN,3,F,C,3,electric,95,95.0,gray,S,0,weekday,6am - 12pm,6,645.9301741069338,0.0,0,0,0.0
4201,3,1|bld,6.140000000000001,0.163716545,SEDAN,1,M,C,1,petrol,101,91.0,green,S,1,weekday,6am - 12pm,12,650.4092433220194,0.0,0,0,0.0
4202,2,1|bld,6.4,0.333170641,SUV,3,M,B,6,dissel,121,134.0,green,S,0,weekend,6pm - 12am,12,654.095388299736,0.0,0,0,0.0
4203,3,1|bld,6.130000000000001,0.999316653,SEDAN,2,M,C,4,petrol,132,55.0,black,S,1,weekday,12pm - 6pm,12,641.083005361395,1.0,0,0,0.0
4204,2,1|bld,2.7200000000000006,0.3648092525,TRUCK,1,F,D,4,petrol,400,105.0,white,M,1,weekday,12pm - 6pm,6,647.1918364658068,0.0,0,0,0.0
4205,4,2|val,4.040000000000001,0.855628217,UTE,1,F,D,3,petrol,283,69.0,white,S,1,weekend,6am - 12pm,12,663.9188394643737,0.0,0,0,0.0
4206,1,1|bld,2.63,0.3878597595,STNWG,1,M,B,3,dissel,119,90.0,black,S,0,weekday,6am - 12pm,6,674.5003277456079,0.0,0,0,0.0
4207,4,2|val,5.45,0.614856059,SUV,2,F,C,4,petrol,202,119.0,gray,M,0,weekday,6pm - 12am,12,641.0085748337981,0.0,0,0,0.0
4208,2,1|bld,3.12,0.431116193,STNWG,1,F,E,3,petrol,148,90.0,green,S,1,weekday,6pm - 12am,12,664.5893981892564,0.0,0,0,0.0
4209,1,1|bld,5.630000000000001,0.430257444,SUV,2,F,A,5,petrol,208,108.0,green,S,1,weekday,6am - 12pm,12,643.5866842529708,0.0,0,0,0.0
4210,4,2|val,7.08,0.331200612,SUV,4,F,B,5,electric,115,91.0,green,M,0,weekday,12pm - 6pm,12,642.9436491107865,0.0,0,0,0.0
4211,4,2|val,6.930000000000001,0.500303476,SUV,4,F,B,6,hybrid,174,91.0,black,M,0,weekend,12pm - 6pm,12,661.9560427682471,0.0,0,0,0.0
4212,1,1|bld,6.21,0.239694878,SEDAN,1,M,B,4,electric,151,83.0,white,M,1,weekday,6pm - 12am,12,650.0685525726964,0.0,0,0,0.0
4213,4,2|val,5.87,0.903845358,HDTOP,4,F,E,2,petrol,225,103.0,white,S,1,weekday,12pm - 6pm,12,630.753080463354,1.0,0,0,0.0
4214,2,1|bld,6.36,0.65298038,TRUCK,4,F,D,5,petrol,310,78.0,gray,M,0,weekday,6am - 12pm,12,657.8865945889589,0.0,0,0,0.0
4215,4,2|val,6.42,0.314441739,SEDAN,3,M,D,5,electric,96,67.0,blue,M,1,weekend,6pm - 12am,12,649.0985089603553,0.0,0,0,0.0
4216,3,1|bld,3.6900000000000004,0.964523176,HDTOP,2,F,D,4,dissel,215,71.0,brown,M,1,weekday,6am - 12pm,12,648.4496435967656,1.0,0,0,0.0
4217,4,2|val,6.49,0.999320392,STNWG,4,F,A,3,hybrid,163,95.0,black,S,1,weekday,12pm - 6pm,12,646.4327128299525,1.0,0,0,0.0
4218,3,1|bld,6.03,0.237867332,TRUCK,1,F,B,1,petrol,305,97.0,black,S,1,weekday,12pm - 6pm,12,640.2816977279797,0.0,0,0,0.0
4219,4,2|val,5.73,0.110481451,SUV,2,M,A,4,petrol,190,84.0,black,M,1,weekday,6am - 12pm,6,666.152032053053,0.0,0,0,0.0
4220,3,1|bld,6.140000000000001,0.561601878,SEDAN,2,M,D,1,petrol,129,74.0,black,S,1,weekday,6pm - 12am,12,650.4743050129862,0.0,0,0,0.0
4221,4,2|val,5.76,0.558869709,SUV,2,M,B,5,petrol,165,94.0,white,S,0,weekday,6am - 12pm,12,659.3857914923406,0.0,0,0,0.0
4222,1,1|bld,-1.83,0.156781619,COUPE,3,M,B,4,petrol,218,69.0,white,M,1,weekday,12pm - 6pm,12,668.1991422762064,0.0,0,0,0.0
4223,4,2|val,6.2,0.729953713,SEDAN,1,F,B,2,petrol,117,90.0,gray,S,1,weekday,6pm - 12am,12,649.4133434696382,0.0,0,0,0.0
4224,1,1|bld,6.71,0.636087147,SUV,4,F,A,6,petrol,193,94.0,red,M,1,weekday,12am - 6 am,12,680.4413978995983,0.0,0,0,0.0
4225,2,1|bld,7.180000000000001,0.595158925,SUV,4,M,D,6,petrol,118,122.0,blue,S,1,weekday,6am - 12pm,12,645.3901120496406,0.0,0,0,0.0
4226,2,1|bld,5.86,0.28008104,MIBUS,4,F,C,4,dissel,296,95.0,blue,S,1,weekday,12pm - 6pm,12,640.6606870370196,0.0,0,0,0.0
4227,1,1|bld,5.45,0.347119689,SUV,2,M,A,3,electric,152,122.0,gray,M,1,weekday,6pm - 12am,12,664.1768828944029,0.0,0,0,0.0
4228,3,1|bld,5.25,0.456055954,SUV,2,M,C,4,petrol,150,106.0,white,M,1,weekday,6am - 12pm,12,644.5669701869004,0.0,0,0,0.0
4229,2,1|bld,6.3100000000000005,0.594958238,COUPE,3,M,D,4,dissel,211,91.0,black,M,1,weekday,6am - 12pm,12,660.447196191514,0.0,0,0,0.0
4230,2,1|bld,4.470000000000001,0.981817462,TRUCK,3,F,D,5,dissel,297,75.0,gray,S,1,weekday,12pm - 6pm,12,645.5754474312678,1.0,0,0,0.0
4231,1,1|bld,6.45,0.211112442,SEDAN,3,M,C,3,petrol,98,91.0,silver,S,1,weekday,6am - 12pm,12,661.6875076738104,0.0,0,0,0.0
4232,3,1|bld,5.86,0.327055428,SUV,2,M,D,5,petrol,199,90.0,silver,S,0,weekday,12pm - 6pm,6,657.2345140252912,0.0,0,0,0.0
4233,1,1|bld,2.9300000000000006,0.108255204,STNWG,2,M,B,4,petrol,173,90.0,silver,M,1,weekend,12pm - 6pm,6,652.4377584146229,0.0,0,0,0.0
4234,1,1|bld,2.1800000000000006,0.096406955,STNWG,1,M,C,2,dissel,109,58.0,white,M,1,weekday,12pm - 6pm,12,641.3774686855841,0.0,0,0,0.0
4235,1,1|bld,4.98,0.1404531955,STNWG,3,M,C,3,petrol,191,108.0,white,M,0,weekday,6pm - 12am,6,650.4672029166165,0.0,0,0,0.0
4236,4,2|val,6.19,0.983160445,SEDAN,3,M,A,4,petrol,120,107.0,green,M,1,weekday,12pm - 6pm,12,649.1952476882363,1.0,0,0,0.0
4237,1,1|bld,3.7100000000000004,0.377027348,STNWG,1,F,A,1,dissel,170,98.0,white,S,0,weekday,12pm - 6pm,12,650.0818177692151,0.0,0,0,0.0
4238,2,1|bld,5.83,0.647756629,SEDAN,1,M,D,4,petrol,147,115.0,white,M,0,weekend,6pm - 12am,12,661.9945730652358,0.0,0,0,0.0
4239,3,1|bld,4.85,0.1101692065,SUV,1,F,A,3,petrol,142,70.0,yellow,M,1,weekday,6am - 12pm,6,653.7956854335783,0.0,0,0,0.0
4240,4,2|val,4.960000000000001,0.675524527,SUV,1,F,A,4,petrol,175,70.0,brown,S,1,weekday,6am - 12pm,12,655.3029777470261,0.0,0,0,0.0
4241,4,2|val,4.640000000000001,0.996851455,STNWG,1,M,E,2,dissel,133,117.0,gray,M,1,weekday,12pm - 6pm,12,648.0994374219797,1.0,0,0,0.0
4242,3,1|bld,6.59,0.410284742,SEDAN,3,M,A,6,petrol,122,105.0,gray,S,1,weekday,12pm - 6pm,12,656.5859418687522,0.0,0,0,0.0
4243,1,1|bld,6.07,0.367229172,SEDAN,2,F,B,5,petrol,94,69.0,black,S,1,weekday,6pm - 12am,12,650.3686568578966,0.0,0,0,0.0
4244,4,2|val,4.050000000000001,0.744957941,STNWG,2,F,C,2,dissel,126,94.0,gray,S,0,weekday,6am - 12pm,12,642.2909272739134,0.0,0,0,0.0
4245,3,1|bld,6.61,0.110808905,SEDAN,3,M,E,6,hybrid,70,97.0,black,S,1,weekday,6am - 12pm,6,644.6376512007507,0.0,0,0,0.0
4246,3,1|bld,6.5,0.617322794,SEDAN,3,M,D,2,petrol,125,73.0,blue,M,0,weekday,12pm - 6pm,12,648.1976786869825,0.0,0,0,0.0
4247,2,1|bld,5.540000000000001,0.222491411,SEDAN,2,M,C,5,petrol,115,93.0,gray,M,1,weekend,6am - 12pm,6,656.393548997059,0.0,0,0,0.0
4248,2,1|bld,4.57,0.999329774,HDTOP,3,F,D,6,petrol,212,71.0,red,M,1,weekday,12pm - 6pm,12,641.4324169662588,1.0,0,0,0.0
4249,4,2|val,6.45,0.010539985,UTE,4,F,C,1,petrol,230,132.0,yellow,S,1,weekday,12am - 6 am,12,655.6892403507867,0.0,0,0,0.0
4250,1,1|bld,6.3500000000000005,0.139320119,SUV,3,M,E,2,hybrid,176,99.0,white,M,0,weekday,6am - 12pm,6,664.5661481453766,0.0,0,0,0.0
4251,1,1|bld,4.880000000000001,0.387602727,SUV,1,F,C,2,petrol,194,81.0,white,S,1,weekend,12pm - 6pm,12,648.0265790632573,0.0,0,0,0.0
4252,3,1|bld,3.29,0.858658481,STNWG,1,M,C,4,petrol,169,104.0,black,M,1,weekend,6pm - 12am,12,634.9918425805163,0.0,0,0,0.0
4253,4,2|val,6.3100000000000005,0.506906436,SUV,3,M,C,5,petrol,106,91.0,gray,M,1,weekday,6am - 12pm,12,656.1934501095966,0.0,0,0,0.0
4254,1,1|bld,4.470000000000001,0.148515598,STNWG,3,F,C,3,dissel,121,98.0,red,S,1,weekday,6am - 12pm,6,644.949836230921,0.0,0,0,0.0
4255,2,1|bld,6.0600000000000005,0.50841803,TRUCK,4,F,B,3,dissel,226,93.0,gray,M,0,weekday,6pm - 12am,12,657.8883715943215,0.0,0,0,0.0
4256,3,1|bld,4.550000000000001,0.858936579,STNWG,2,F,A,4,petrol,118,90.0,black,S,1,weekday,12pm - 6pm,12,652.3502038573407,0.0,0,0,0.0
4257,1,1|bld,5.41,0.103978131,STNWG,3,F,C,4,petrol,156,118.0,black,M,0,weekday,12pm - 6pm,12,643.0859577452336,0.0,0,0,0.0
4258,2,1|bld,6.5,0.453377476,SEDAN,3,F,B,2,hybrid,70,65.0,silver,S,1,weekend,6pm - 12am,12,667.049565419428,0.0,0,0,0.0
4259,4,2|val,6.03,0.510963049,UTE,3,M,C,5,petrol,239,103.0,gray,M,1,weekday,12pm - 6pm,12,637.7103848106901,0.0,0,0,0.0
4260,1,1|bld,5.78,0.18822075,SUV,2,M,A,4,hybrid,172,82.0,white,S,1,weekday,12am - 6 am,12,653.157746521013,0.0,0,0,0.0
4261,3,1|bld,4.19,0.448032295,HDTOP,3,F,E,3,dissel,265,77.0,gray,S,1,weekday,12pm - 6pm,6,640.5786638348408,1.0,0,0,0.0
4262,1,1|bld,6.34,0.362520619,UTE,3,F,C,3,petrol,253,104.0,white,M,0,weekday,6am - 12pm,12,647.3328038130389,0.0,0,0,0.0
4263,2,1|bld,5.82,0.999373724,SEDAN,1,M,B,4,petrol,72,94.0,white,S,1,weekday,6am - 12pm,12,646.7610802629496,1.0,0,0,0.0
4264,3,1|bld,5.8500000000000005,0.220401303,SEDAN,2,F,D,6,petrol,92,108.0,white,M,1,weekday,6am - 12pm,12,652.7730409038256,0.0,0,0,0.0
4265,3,1|bld,6.49,0.444795561,TRUCK,4,F,A,3,dissel,348,82.0,gray,S,0,weekday,6pm - 12am,12,651.0328012569122,0.0,0,0,0.0
4266,2,1|bld,3.5,0.73185382,STNWG,1,M,E,3,dissel,137,110.0,white,M,1,weekday,12pm - 6pm,12,647.4194936562524,0.0,0,0,0.0
4267,2,1|bld,6.07,0.3758494855,SUV,3,M,C,4,petrol,159,97.0,brown,S,0,weekend,12pm - 6pm,6,650.6573660423641,0.0,0,0,0.0
4268,2,1|bld,5.6000000000000005,0.40435305,SEDAN,2,M,C,2,petrol,76,111.0,white,S,1,weekday,6am - 12pm,12,662.4113035762546,0.0,0,0,0.0
4269,3,1|bld,5.92,0.204859537,TRUCK,1,F,A,3,dissel,258,81.0,white,M,1,weekday,6am - 12pm,12,650.7031911277933,0.0,0,0,0.0
4270,1,1|bld,6.57,0.676441531,SUV,4,M,A,5,petrol,191,94.0,black,S,1,weekday,6pm - 12am,12,650.6849688049912,0.0,0,0,0.0
4271,3,1|bld,3.29,0.4621629895,STNWG,1,M,B,2,petrol,164,105.0,yellow,M,0,weekend,12pm - 6pm,6,644.8784230665531,1.0,0,0,0.0
4272,2,1|bld,6.050000000000001,0.166442422,MIBUS,4,M,C,3,dissel,275,89.0,brown,S,1,weekday,6pm - 12am,12,651.9124504757689,0.0,0,0,0.0
4273,4,2|val,4.65,0.692098518,SUV,1,M,C,1,petrol,172,95.0,silver,S,0,weekday,12pm - 6pm,12,641.0632765401972,0.0,0,0,0.0
4274,2,1|bld,5.17,0.576003874,SEDAN,1,F,A,4,electric,82,105.0,silver,S,0,weekday,6am - 12pm,12,648.8663971252869,0.0,0,0,0.0
4275,1,1|bld,6.720000000000001,0.314004207,SEDAN,3,F,F,4,dissel,89,105.0,black,M,1,weekday,6am - 12pm,12,645.428445472467,0.0,0,0,0.0
4276,4,2|val,7.08,0.0791106005,SEDAN,4,M,C,6,hybrid,110,107.0,black,M,0,weekday,6am - 12pm,6,632.6612217461725,0.0,0,0,0.0
4277,4,2|val,6.130000000000001,0.782992212,SEDAN,2,M,E,2,petrol,106,93.0,red,S,0,weekend,6am - 12pm,12,652.8612756972876,0.0,0,0,0.0
4278,3,1|bld,3.0,0.745496199,STNWG,2,F,A,3,dissel,120,70.0,green,M,1,weekday,12pm - 6pm,12,660.9937407734693,0.0,0,0,0.0
4279,1,1|bld,6.4,0.831472597,SEDAN,3,M,C,3,petrol,102,72.0,silver,S,0,weekday,6am - 12pm,12,649.6506050950627,0.0,0,0,0.0
4280,2,1|bld,7.15,0.964071352,SEDAN,4,F,C,5,electric,96,112.0,gray,M,0,weekday,6am - 12pm,12,646.0612603914931,1.0,0,0,0.0
4281,1,1|bld,5.880000000000001,0.333042442,SEDAN,1,M,A,1,petrol,153,62.0,silver,M,1,weekday,12pm - 6pm,6,641.6431983800826,0.0,0,0,0.0
4282,4,2|val,5.91,0.617947394,SEDAN,2,M,D,5,petrol,148,112.0,gray,S,1,weekday,6am - 12pm,12,682.9105315154756,0.0,0,0,0.0
4283,4,2|val,6.17,0.868112616,SEDAN,2,M,B,1,petrol,95,74.0,white,M,1,weekday,12pm - 6pm,12,650.5825178516127,0.0,0,0,0.0
4284,2,1|bld,4.800000000000001,0.608642524,STNWG,3,F,F,2,petrol,109,103.0,white,S,1,weekend,12pm - 6pm,12,642.0602646864332,0.0,0,0,0.0
4285,4,2|val,4.35,0.200408498,COUPE,1,M,C,3,petrol,209,90.0,yellow,M,1,weekday,6pm - 12am,12,652.8053102811549,0.0,0,0,0.0
4286,2,1|bld,4.19,0.39344643,STNWG,2,F,C,4,dissel,157,122.0,blue,S,0,weekday,6pm - 12am,12,656.6571266311097,0.0,0,0,0.0
4287,1,1|bld,7.57,0.4996844835,STNWG,4,M,B,5,hybrid,101,56.0,gray,S,0,weekday,12pm - 6pm,6,641.3835374505616,1.0,0,0,0.0
4288,2,1|bld,6.59,0.753092901,SEDAN,3,M,C,2,petrol,128,94.0,white,M,1,weekday,6pm - 12am,12,653.0467550623944,0.0,0,0,0.0
4289,3,1|bld,4.0200000000000005,0.234183599,UTE,2,F,A,2,petrol,280,80.0,red,S,1,weekday,12pm - 6pm,12,651.7290387556815,0.0,0,0,0.0
4290,1,1|bld,5.91,0.133839993,HDTOP,3,M,A,3,dissel,280,90.0,gray,M,1,weekday,6am - 12pm,12,676.2062342229561,0.0,0,0,0.0
4291,4,2|val,6.430000000000001,0.702020568,SEDAN,3,M,A,6,petrol,105,70.0,black,M,0,weekday,12pm - 6pm,12,651.0308795432068,0.0,0,0,0.0
4292,4,2|val,4.28,0.56361927,TRUCK,1,M,C,1,dissel,203,68.0,black,M,0,weekday,6pm - 12am,12,652.5964708687594,0.0,0,0,0.0
4293,1,1|bld,6.76,0.757918954,SEDAN,3,F,C,6,petrol,72,99.0,silver,M,1,weekday,6am - 12pm,12,644.0256295413587,0.0,0,0,0.0
4294,2,1|bld,3.97,0.204614894,STNWG,2,F,A,1,dissel,201,70.0,white,S,1,weekday,6pm - 12am,12,663.1933605757592,0.0,0,0,0.0
4295,4,2|val,6.57,0.540655505,SUV,4,M,A,3,petrol,189,117.0,gray,S,1,weekday,6am - 12pm,12,663.1088458148598,0.0,0,0,0.0
4296,2,1|bld,6.2,0.130621311,SEDAN,3,F,A,6,hybrid,144,112.0,green,M,1,weekday,6am - 12pm,12,644.3226245624297,0.0,0,0,0.0
